IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
710,2024,16.09,CHINA,MAN-IN-THE-MIDDLE,BANKING,VPN
711,2020,98.14,JAPAN,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
712,2023,51.91,JAPAN,MALWARE,RETAIL,FIREWALL
713,2017,55.9,FRANCE,,IT,AI-BASED DETECTION
714,2024,30.68,UK,PHISHING,GOVERNMENT,FIREWALL
715,2020,65.2,GERMANY,RANSOMWARE,IT,ENCRYPTION
716,2022,81.92,RUSSIA,,HEALTHCARE,
717,2017,97.87,INDIA,PHISHING,RETAIL,ENCRYPTION
718,2024,24.22,JAPAN,RANSOMWARE,BANKING,FIREWALL
719,2020,3.27,FRANCE,RANSOMWARE,HEALTHCARE,ANTIVIRUS
720,2022,33.69,CHINA,PHISHING,RETAIL,AI-BASED DETECTION
721,2024,7.31,CHINA,DDOS,HEALTHCARE,ENCRYPTION
722,2022,15.66,BRAZIL,RANSOMWARE,BANKING,FIREWALL
723,2015,62.34,AUSTRALIA,MALWARE,HEALTHCARE,AI-BASED DETECTION
724,2016,76.06,UK,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
725,2024,50.36,AUSTRALIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
726,2021,34.92,RUSSIA,RANSOMWARE,BANKING,FIREWALL
727,2016,11.81,INDIA,MALWARE,BANKING,ANTIVIRUS
728,2022,96.72,CHINA,MALWARE,EDUCATION,ANTIVIRUS
729,2022,44.34,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
730,2021,67.72,AUSTRALIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
731,2018,34.09,UK,SQL INJECTION,GOVERNMENT,ANTIVIRUS
732,2022,31.51,FRANCE,DDOS,EDUCATION,ANTIVIRUS
733,2018,20.39,AUSTRALIA,DDOS,HEALTHCARE,VPN
734,2018,38.65,GERMANY,SQL INJECTION,TELECOMMUNICATIONS,VPN
735,2022,77.3,INDIA,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
736,2015,89.93,BRAZIL,RANSOMWARE,RETAIL,FIREWALL
737,2022,4.29,UK,RANSOMWARE,EDUCATION,VPN
738,2019,76.03,UK,MAN-IN-THE-MIDDLE,BANKING,VPN
739,2020,42.3,AUSTRALIA,MALWARE,BANKING,AI-BASED DETECTION
740,2023,72.57,,PHISHING,GOVERNMENT,FIREWALL
741,2019,93.7,RUSSIA,PHISHING,GOVERNMENT,ANTIVIRUS
742,2022,68.63,GERMANY,SQL INJECTION,IT,AI-BASED DETECTION
743,2017,52.7,USA,PHISHING,HEALTHCARE,ENCRYPTION
744,2017,66.56,AUSTRALIA,RANSOMWARE,EDUCATION,ANTIVIRUS
745,2015,91.03,BRAZIL,RANSOMWARE,RETAIL,ANTIVIRUS
746,2017,14.74,RUSSIA,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
747,2016,40.29,BRAZIL,SQL INJECTION,,ENCRYPTION
748,2017,56.83,BRAZIL,MAN-IN-THE-MIDDLE,IT,FIREWALL
749,2024,63.45,RUSSIA,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
750,2021,72.57,UK,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
751,2021,,JAPAN,PHISHING,GOVERNMENT,AI-BASED DETECTION
752,2016,80.22,AUSTRALIA,MALWARE,HEALTHCARE,ENCRYPTION
753,2024,34.49,CHINA,MALWARE,RETAIL,VPN
754,2017,51.26,USA,SQL INJECTION,HEALTHCARE,VPN
755,2020,73.04,JAPAN,PHISHING,BANKING,VPN
756,2018,19.14,AUSTRALIA,SQL INJECTION,IT,ANTIVIRUS
757,2015,38.72,UK,SQL INJECTION,TELECOMMUNICATIONS,VPN
758,2021,14.88,JAPAN,DDOS,EDUCATION,AI-BASED DETECTION
759,2018,54.05,USA,RANSOMWARE,RETAIL,ANTIVIRUS
760,2021,42.29,USA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,
761,2018,96.59,INDIA,PHISHING,BANKING,ENCRYPTION
762,2020,71.35,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
763,2016,54.5,FRANCE,PHISHING,BANKING,ANTIVIRUS
764,2023,94.48,GERMANY,SQL INJECTION,BANKING,VPN
765,2016,73.63,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
766,2022,36.15,UK,PHISHING,EDUCATION,AI-BASED DETECTION
767,2023,19.18,BRAZIL,MALWARE,GOVERNMENT,FIREWALL
768,2023,83.18,INDIA,RANSOMWARE,BANKING,ANTIVIRUS
769,2024,70.98,FRANCE,RANSOMWARE,BANKING,VPN
770,2024,,JAPAN,DDOS,IT,ANTIVIRUS
771,2015,74.74,BRAZIL,SQL INJECTION,RETAIL,ENCRYPTION
772,2018,33.12,BRAZIL,MALWARE,EDUCATION,VPN
773,2024,54.1,UK,SQL INJECTION,TELECOMMUNICATIONS,VPN
774,2020,75.13,FRANCE,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
775,2020,56.34,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
776,2023,23.66,UK,PHISHING,HEALTHCARE,AI-BASED DETECTION
777,2019,17.81,USA,SQL INJECTION,IT,ENCRYPTION
778,2020,43.96,GERMANY,SQL INJECTION,,ENCRYPTION
779,2018,77.07,USA,MALWARE,EDUCATION,FIREWALL
780,2016,10.82,FRANCE,SQL INJECTION,HEALTHCARE,ENCRYPTION
781,2023,48.53,INDIA,SQL INJECTION,BANKING,AI-BASED DETECTION
782,2023,94.86,AUSTRALIA,RANSOMWARE,EDUCATION,ENCRYPTION
783,2016,15.92,CHINA,MALWARE,GOVERNMENT,AI-BASED DETECTION
784,2018,11.28,JAPAN,SQL INJECTION,EDUCATION,ANTIVIRUS
785,2023,3.86,GERMANY,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
786,2016,34.35,GERMANY,SQL INJECTION,IT,AI-BASED DETECTION
787,2023,84.92,GERMANY,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
788,2017,74.57,USA,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
789,2019,89.81,,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
790,2017,40.66,BRAZIL,SQL INJECTION,GOVERNMENT,ENCRYPTION
791,2018,69.83,BRAZIL,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
792,2015,79.58,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
793,2022,79.07,CHINA,DDOS,BANKING,VPN
794,2019,81.56,USA,DDOS,GOVERNMENT,ENCRYPTION
795,2017,62.81,AUSTRALIA,DDOS,BANKING,ENCRYPTION
796,2021,28.71,GERMANY,DDOS,GOVERNMENT,ENCRYPTION
797,2023,36.68,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,ENCRYPTION
798,2016,71.75,CHINA,DDOS,IT,VPN
799,2019,17.21,USA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
800,2016,48.47,UK,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
801,2020,11.72,CHINA,DDOS,BANKING,VPN
802,2015,1.35,BRAZIL,MALWARE,IT,VPN
803,2019,20.13,USA,PHISHING,IT,AI-BASED DETECTION
804,2017,14.99,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
805,2015,28.8,JAPAN,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
806,2018,99.49,USA,SQL INJECTION,GOVERNMENT,AI-BASED DETECTION
807,2018,6.3,BRAZIL,MALWARE,EDUCATION,AI-BASED DETECTION
808,2019,95.75,UK,DDOS,TELECOMMUNICATIONS,VPN
809,2022,49.87,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
810,2017,83.49,INDIA,DDOS,EDUCATION,AI-BASED DETECTION
811,2019,83.84,USA,MALWARE,GOVERNMENT,ENCRYPTION
812,2021,81.26,JAPAN,PHISHING,RETAIL,FIREWALL
813,2017,66.81,JAPAN,SQL INJECTION,BANKING,VPN
814,2016,88.87,AUSTRALIA,MALWARE,EDUCATION,FIREWALL
815,2022,75.08,BRAZIL,PHISHING,HEALTHCARE,ANTIVIRUS
816,2016,56.57,GERMANY,SQL INJECTION,RETAIL,
817,2017,96.27,USA,PHISHING,BANKING,AI-BASED DETECTION
818,2021,45.6,RUSSIA,DDOS,BANKING,VPN
819,2021,69.37,BRAZIL,DDOS,EDUCATION,ENCRYPTION
820,2021,68.91,INDIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
821,2024,14.97,AUSTRALIA,PHISHING,BANKING,ENCRYPTION
822,2016,35.94,BRAZIL,PHISHING,GOVERNMENT,VPN
823,2024,64.23,INDIA,PHISHING,BANKING,ENCRYPTION
824,2015,64.29,INDIA,MALWARE,EDUCATION,VPN
825,2020,98.05,AUSTRALIA,MALWARE,GOVERNMENT,ANTIVIRUS
826,2021,11.04,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
827,2018,52.05,INDIA,SQL INJECTION,EDUCATION,ANTIVIRUS
828,2020,28.81,GERMANY,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
829,2024,61.42,CHINA,DDOS,IT,ENCRYPTION
830,2021,53.77,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
831,2016,8.21,USA,RANSOMWARE,GOVERNMENT,ANTIVIRUS
832,2022,25.85,BRAZIL,SQL INJECTION,RETAIL,ANTIVIRUS
833,2015,67.52,BRAZIL,DDOS,RETAIL,FIREWALL
834,2022,23.91,INDIA,DDOS,IT,ENCRYPTION
835,2023,86.98,JAPAN,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
836,2022,63.67,UK,RANSOMWARE,IT,ENCRYPTION
837,2021,61.03,JAPAN,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
838,2018,39.94,AUSTRALIA,PHISHING,HEALTHCARE,ANTIVIRUS
839,2022,,INDIA,RANSOMWARE,RETAIL,AI-BASED DETECTION
840,2020,7.52,FRANCE,DDOS,IT,ENCRYPTION
841,2017,29.47,UK,MALWARE,EDUCATION,AI-BASED DETECTION
842,2019,75.99,FRANCE,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
843,2017,53.57,GERMANY,PHISHING,HEALTHCARE,ENCRYPTION
844,2015,76.08,INDIA,PHISHING,HEALTHCARE,VPN
845,2018,69.19,JAPAN,SQL INJECTION,IT,AI-BASED DETECTION
846,2017,45.83,CHINA,PHISHING,RETAIL,ENCRYPTION
847,2019,14.77,GERMANY,DDOS,IT,ENCRYPTION
848,2016,53.81,AUSTRALIA,PHISHING,HEALTHCARE,AI-BASED DETECTION
849,2019,71.94,FRANCE,MALWARE,IT,FIREWALL
850,2023,68.86,UK,DDOS,IT,AI-BASED DETECTION
851,2022,97.56,UK,PHISHING,GOVERNMENT,FIREWALL
852,2023,84.13,USA,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
853,2020,40.95,USA,SQL INJECTION,GOVERNMENT,FIREWALL
854,2022,20.16,JAPAN,DDOS,IT,AI-BASED DETECTION
855,2022,11.51,GERMANY,SQL INJECTION,RETAIL,VPN
856,2020,47.67,UK,SQL INJECTION,BANKING,FIREWALL
857,2023,38.89,INDIA,PHISHING,RETAIL,AI-BASED DETECTION
858,2016,91.69,CHINA,MALWARE,GOVERNMENT,AI-BASED DETECTION
859,2015,17.94,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
860,2018,30.5,RUSSIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,VPN
861,2021,77.33,JAPAN,RANSOMWARE,HEALTHCARE,ENCRYPTION
862,2021,70.03,USA,PHISHING,HEALTHCARE,ENCRYPTION
863,2024,66.49,AUSTRALIA,SQL INJECTION,RETAIL,AI-BASED DETECTION
864,2018,5.33,JAPAN,MALWARE,EDUCATION,FIREWALL
865,2020,10.46,INDIA,RANSOMWARE,HEALTHCARE,FIREWALL
866,2017,39.3,AUSTRALIA,PHISHING,,FIREWALL
867,2023,23.83,INDIA,DDOS,BANKING,VPN
868,2015,59.13,JAPAN,DDOS,BANKING,FIREWALL
869,2021,30.24,AUSTRALIA,DDOS,GOVERNMENT,ENCRYPTION
870,2017,86.82,FRANCE,DDOS,GOVERNMENT,VPN
871,2015,66.39,USA,DDOS,IT,VPN
872,2019,61.11,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
873,2022,7.65,USA,MALWARE,RETAIL,VPN
874,2016,9.82,USA,RANSOMWARE,RETAIL,ANTIVIRUS
875,2016,67.28,CHINA,DDOS,IT,FIREWALL
876,2017,13.14,USA,MALWARE,EDUCATION,ANTIVIRUS
877,2016,84.46,AUSTRALIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
878,2023,9.43,FRANCE,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
879,2017,90.69,FRANCE,PHISHING,RETAIL,ENCRYPTION
880,2021,37.47,RUSSIA,DDOS,RETAIL,AI-BASED DETECTION
881,2024,7.2,USA,SQL INJECTION,BANKING,ANTIVIRUS
882,2017,94.15,RUSSIA,PHISHING,BANKING,VPN
883,2015,42.15,AUSTRALIA,MALWARE,HEALTHCARE,ANTIVIRUS
884,2018,15.71,FRANCE,DDOS,GOVERNMENT,ANTIVIRUS
885,2022,98.46,USA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
886,2018,51.71,USA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
887,2021,42.26,CHINA,MALWARE,EDUCATION,ENCRYPTION
888,2019,99.45,UK,PHISHING,EDUCATION,FIREWALL
889,2021,63.74,FRANCE,SQL INJECTION,RETAIL,ENCRYPTION
890,2017,5.05,,SQL INJECTION,IT,ENCRYPTION
891,2020,89.38,CHINA,SQL INJECTION,IT,FIREWALL
892,2024,58.57,USA,PHISHING,IT,AI-BASED DETECTION
893,2015,65.83,FRANCE,SQL INJECTION,EDUCATION,VPN
894,2019,79.79,UK,PHISHING,GOVERNMENT,FIREWALL
895,2017,90.5,AUSTRALIA,PHISHING,BANKING,AI-BASED DETECTION
896,2016,2.1,GERMANY,PHISHING,IT,VPN
897,2015,63.72,INDIA,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
898,2023,87.8,JAPAN,SQL INJECTION,GOVERNMENT,FIREWALL
899,2015,82.45,UK,MALWARE,IT,ENCRYPTION
900,2016,66.19,INDIA,RANSOMWARE,IT,ENCRYPTION
901,2022,39.62,RUSSIA,MALWARE,BANKING,FIREWALL
902,2021,35.46,JAPAN,DDOS,GOVERNMENT,
903,2020,10.62,FRANCE,MALWARE,GOVERNMENT,AI-BASED DETECTION
904,2022,80.76,CHINA,DDOS,GOVERNMENT,ENCRYPTION
905,2016,10.45,BRAZIL,DDOS,TELECOMMUNICATIONS,ENCRYPTION
906,2018,0.95,FRANCE,SQL INJECTION,HEALTHCARE,ANTIVIRUS
907,2018,27.14,INDIA,RANSOMWARE,IT,ANTIVIRUS
908,2023,54.79,GERMANY,RANSOMWARE,HEALTHCARE,ENCRYPTION
909,2022,41.08,RUSSIA,RANSOMWARE,IT,AI-BASED DETECTION
910,2024,8.94,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
911,2017,98.11,INDIA,RANSOMWARE,EDUCATION,VPN
912,2024,9.4,RUSSIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ENCRYPTION
913,2015,46.39,AUSTRALIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
914,2018,30.61,BRAZIL,RANSOMWARE,BANKING,ANTIVIRUS
915,2018,43.98,CHINA,RANSOMWARE,BANKING,ANTIVIRUS
916,2017,54.38,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,VPN
917,2023,23.74,CHINA,MALWARE,EDUCATION,ANTIVIRUS
918,2018,82.13,USA,DDOS,IT,FIREWALL
919,2015,24.7,INDIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
920,2022,60.9,CHINA,MALWARE,EDUCATION,ANTIVIRUS
921,2020,14.61,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
922,2022,34.31,JAPAN,DDOS,TELECOMMUNICATIONS,FIREWALL
923,2020,32.39,JAPAN,PHISHING,GOVERNMENT,ENCRYPTION
924,2015,79.3,UK,RANSOMWARE,BANKING,FIREWALL
925,2020,30.86,CHINA,MALWARE,HEALTHCARE,ENCRYPTION
926,2016,93.14,USA,DDOS,HEALTHCARE,FIREWALL
927,2018,52.87,BRAZIL,MALWARE,HEALTHCARE,ANTIVIRUS
928,2019,29.61,CHINA,MALWARE,HEALTHCARE,ANTIVIRUS
929,2019,25.75,FRANCE,PHISHING,RETAIL,AI-BASED DETECTION
930,2017,82.17,,DDOS,RETAIL,AI-BASED DETECTION
931,2019,60.07,UK,PHISHING,BANKING,ENCRYPTION
932,2017,50.75,JAPAN,RANSOMWARE,BANKING,ANTIVIRUS
933,2017,14.88,AUSTRALIA,PHISHING,RETAIL,FIREWALL
934,2022,73.98,GERMANY,DDOS,IT,FIREWALL
935,2023,42.33,JAPAN,SQL INJECTION,RETAIL,VPN
936,2022,77.98,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,FIREWALL
937,2016,8.55,INDIA,RANSOMWARE,EDUCATION,FIREWALL
938,2016,30.57,RUSSIA,PHISHING,GOVERNMENT,VPN
939,2015,36.98,JAPAN,SQL INJECTION,IT,VPN
940,2018,24.06,RUSSIA,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
941,2018,50.66,AUSTRALIA,RANSOMWARE,EDUCATION,FIREWALL
942,2017,79.27,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
943,2023,71.86,BRAZIL,PHISHING,BANKING,ANTIVIRUS
944,2022,21.01,UK,DDOS,EDUCATION,FIREWALL
945,2015,95.38,JAPAN,RANSOMWARE,RETAIL,VPN
946,2022,14.79,GERMANY,PHISHING,BANKING,ANTIVIRUS
947,2023,45.97,BRAZIL,DDOS,IT,AI-BASED DETECTION
948,2019,76.39,BRAZIL,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
949,2018,68.55,CHINA,MALWARE,BANKING,FIREWALL
950,2019,9.86,JAPAN,MALWARE,IT,ANTIVIRUS
951,2020,89.85,FRANCE,MAN-IN-THE-MIDDLE,RETAIL,VPN
952,2024,76.99,RUSSIA,SQL INJECTION,HEALTHCARE,ANTIVIRUS
953,2022,,INDIA,MALWARE,IT,AI-BASED DETECTION
954,2020,39.72,INDIA,PHISHING,EDUCATION,ANTIVIRUS
955,2023,37.73,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,AI-BASED DETECTION
956,2022,78.03,BRAZIL,MALWARE,RETAIL,FIREWALL
957,2021,6.77,USA,RANSOMWARE,EDUCATION,AI-BASED DETECTION
958,2019,71.92,RUSSIA,MALWARE,IT,AI-BASED DETECTION
959,2020,95.79,USA,RANSOMWARE,IT,VPN
960,2023,90.04,CHINA,PHISHING,RETAIL,AI-BASED DETECTION
961,2020,99.64,USA,PHISHING,RETAIL,VPN
962,2018,1.25,RUSSIA,SQL INJECTION,EDUCATION,FIREWALL
963,2015,13.96,AUSTRALIA,DDOS,GOVERNMENT,ANTIVIRUS
964,2021,1.62,GERMANY,DDOS,BANKING,ENCRYPTION
965,2021,18.47,RUSSIA,DDOS,EDUCATION,ANTIVIRUS
966,2019,28.88,FRANCE,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
967,2024,19.5,RUSSIA,DDOS,EDUCATION,FIREWALL
968,2023,29.63,FRANCE,SQL INJECTION,GOVERNMENT,VPN
969,2024,57.24,USA,PHISHING,IT,VPN
970,2017,3.2,RUSSIA,PHISHING,BANKING,ENCRYPTION
971,2022,79.19,JAPAN,SQL INJECTION,GOVERNMENT,ANTIVIRUS
972,2017,80.5,BRAZIL,RANSOMWARE,EDUCATION,ANTIVIRUS
973,2024,71.2,INDIA,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
974,2019,12.04,BRAZIL,MALWARE,GOVERNMENT,AI-BASED DETECTION
975,2016,29.05,AUSTRALIA,MALWARE,RETAIL,ANTIVIRUS
976,2023,28.18,GERMANY,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
977,2016,39.26,UK,DDOS,RETAIL,FIREWALL
978,2015,57.21,RUSSIA,DDOS,TELECOMMUNICATIONS,VPN
979,2021,83.88,USA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
980,2022,84.1,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
981,2017,39.49,FRANCE,DDOS,HEALTHCARE,ENCRYPTION
982,2015,46.76,RUSSIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
983,2019,80.68,UK,DDOS,BANKING,VPN
984,2022,86.56,CHINA,RANSOMWARE,GOVERNMENT,VPN
985,2017,66.25,UK,MALWARE,GOVERNMENT,FIREWALL
986,2021,78.76,RUSSIA,DDOS,IT,ENCRYPTION
987,2017,97.68,GERMANY,MALWARE,BANKING,AI-BASED DETECTION
988,2020,14.94,CHINA,RANSOMWARE,IT,FIREWALL
989,2018,59.29,RUSSIA,SQL INJECTION,BANKING,VPN
990,2022,39.55,UK,MALWARE,RETAIL,VPN
991,2018,14.04,CHINA,DDOS,IT,VPN
992,2024,63.79,CHINA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
993,2019,37.03,INDIA,MALWARE,BANKING,AI-BASED DETECTION
994,2019,9.12,AUSTRALIA,PHISHING,RETAIL,ANTIVIRUS
995,2021,52.04,FRANCE,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
996,2017,59.13,JAPAN,RANSOMWARE,RETAIL,VPN
997,2024,64.67,USA,PHISHING,TELECOMMUNICATIONS,ENCRYPTION
998,2015,52.78,UK,RANSOMWARE,GOVERNMENT,VPN
999,2019,7.44,BRAZIL,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
1000,2016,47.19,FRANCE,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
1001,2016,99.19,USA,RANSOMWARE,HEALTHCARE,ENCRYPTION
1002,2015,10.94,INDIA,DDOS,HEALTHCARE,AI-BASED DETECTION
1003,2016,48.86,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1004,2016,80.48,CHINA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1005,2015,69.96,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
1006,2016,18.96,CHINA,DDOS,IT,VPN
1007,2018,66.33,RUSSIA,RANSOMWARE,EDUCATION,ENCRYPTION
1008,2024,60.4,FRANCE,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
1009,2024,24.92,CHINA,PHISHING,IT,VPN
1010,2019,32.06,AUSTRALIA,DDOS,IT,ANTIVIRUS
1011,2022,71.77,CHINA,PHISHING,TELECOMMUNICATIONS,FIREWALL
1012,2018,70.59,FRANCE,PHISHING,GOVERNMENT,ENCRYPTION
1013,2018,75.34,JAPAN,DDOS,IT,ENCRYPTION
1014,2023,9.99,FRANCE,MALWARE,BANKING,FIREWALL
1015,2021,91.94,USA,RANSOMWARE,TELECOMMUNICATIONS,FIREWALL
1016,2015,66.09,RUSSIA,DDOS,IT,AI-BASED DETECTION
1017,2024,66.73,GERMANY,PHISHING,HEALTHCARE,VPN
1018,2018,40.11,AUSTRALIA,SQL INJECTION,BANKING,FIREWALL
1019,2022,60.71,AUSTRALIA,SQL INJECTION,HEALTHCARE,VPN
1020,2016,18.48,USA,DDOS,IT,VPN
1021,2018,9.9,JAPAN,DDOS,IT,VPN
1022,2024,52.03,FRANCE,PHISHING,EDUCATION,VPN
1023,2018,25.06,JAPAN,DDOS,TELECOMMUNICATIONS,FIREWALL
1024,2016,13.68,UK,PHISHING,RETAIL,ANTIVIRUS
1025,2015,2.63,JAPAN,MALWARE,BANKING,FIREWALL
1026,2024,88.47,BRAZIL,PHISHING,RETAIL,FIREWALL
1027,2022,50.04,UK,DDOS,GOVERNMENT,VPN
1028,2024,19.52,GERMANY,PHISHING,GOVERNMENT,ANTIVIRUS
1029,2020,4.52,BRAZIL,DDOS,TELECOMMUNICATIONS,VPN
1030,2015,97.28,INDIA,MAN-IN-THE-MIDDLE,BANKING,VPN
1031,2019,62.67,CHINA,MALWARE,TELECOMMUNICATIONS,ENCRYPTION
1032,2018,46.34,GERMANY,SQL INJECTION,RETAIL,AI-BASED DETECTION
1033,2023,26.45,RUSSIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
1034,2023,14.12,GERMANY,SQL INJECTION,HEALTHCARE,AI-BASED DETECTION
1035,2022,80.99,BRAZIL,PHISHING,EDUCATION,ENCRYPTION
1036,2017,30.51,AUSTRALIA,MAN-IN-THE-MIDDLE,IT,FIREWALL
1037,2023,69.45,BRAZIL,PHISHING,BANKING,AI-BASED DETECTION
1038,2019,78.12,USA,SQL INJECTION,EDUCATION,VPN
1039,2020,92.63,BRAZIL,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
1040,2017,35.27,AUSTRALIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1041,2017,17.22,RUSSIA,MAN-IN-THE-MIDDLE,RETAIL,ENCRYPTION
1042,2021,45.52,USA,SQL INJECTION,EDUCATION,ENCRYPTION
1043,2018,99.04,JAPAN,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
1044,2022,56.44,RUSSIA,PHISHING,TELECOMMUNICATIONS,ENCRYPTION
1045,2022,73.24,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,FIREWALL
1046,2024,14.69,BRAZIL,SQL INJECTION,EDUCATION,AI-BASED DETECTION
1047,2017,72.05,GERMANY,DDOS,HEALTHCARE,ENCRYPTION
1048,2020,20.59,AUSTRALIA,DDOS,TELECOMMUNICATIONS,VPN
1049,2019,68.44,INDIA,SQL INJECTION,BANKING,VPN
1050,2018,8.81,UK,DDOS,BANKING,AI-BASED DETECTION
1051,2018,51.58,JAPAN,SQL INJECTION,RETAIL,ENCRYPTION
1052,2021,83.79,BRAZIL,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
1053,2015,14.55,AUSTRALIA,DDOS,TELECOMMUNICATIONS,VPN
1054,2021,20.52,CHINA,MALWARE,RETAIL,ANTIVIRUS
1055,2024,83.29,RUSSIA,MALWARE,EDUCATION,FIREWALL
1056,2022,79.77,GERMANY,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
1057,2018,97.2,CHINA,MALWARE,EDUCATION,ENCRYPTION
1058,2017,41.63,BRAZIL,DDOS,EDUCATION,AI-BASED DETECTION
1059,2024,1.01,GERMANY,SQL INJECTION,IT,ENCRYPTION
1060,2015,87.5,JAPAN,PHISHING,BANKING,ENCRYPTION
1061,2019,0.75,AUSTRALIA,SQL INJECTION,HEALTHCARE,VPN
1062,2019,,UK,,HEALTHCARE,ENCRYPTION
1063,2020,98.38,RUSSIA,PHISHING,BANKING,AI-BASED DETECTION
1064,2023,55.94,AUSTRALIA,DDOS,IT,VPN
1065,2019,23.63,BRAZIL,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
